title,platform,score,genre,editors_choice,release_year
V-Rally Edition '99,Game Boy Color,8,Racing,N,1999
Tarzan,Game Boy Color,8,Platformer,N,1999
Pro 18: World Tour Golf,PC,5.3,Sports,N,1999
Men In Black: The Series,Game Boy Color,3,Action,N,1999
Populous: The Beginning,PlayStation,7,Strategy,N,1999
Looney Tunes: Twouble,Game Boy Color,5,Action,N,1999
Gates of Zendocon,Lynx,7,Action,N,1999
Bust-A-Move 4,Game Boy Color,7,Puzzle,N,1999
Bugs Bunny Crazy Castle 3,Game Boy Color,6,Puzzle,N,1999
Dungeon Keeper II,PC,8.9,Strategy,Y,1999
Driver,PlayStation,9.7,"Racing, Action",Y,1999
F-22 Lightning 3,PC,8.4,"Flight, Simulation",N,1999
Official Formula 1 Racing,PC,5,Racing,N,1999
Jade Cocoon: Story of the Tamamayu,PlayStation,8.1,RPG,N,1999
In-Fisherman Bass Hunter 64,Nintendo 64,7.6,Hunting,N,1999
Monster Truck Madness 64,Nintendo 64,7.1,Racing,N,1999
Evil Zone,PlayStation,4,Fighting,N,1999
Mario Golf,Nintendo 64,8.3,"Sports, Action",N,1999
NFL Xtreme 2,PlayStation,6.3,"Sports, Action",N,1999
Pokemon Snap,Nintendo 64,7.8,Action,N,1999
Croc 2,PlayStation,7.5,Platformer,N,1999
Atari Arcade Hits 1,PC,8.6,Action,N,1999
Super Mario Bros. Deluxe,Game Boy Color,10,Platformer,Y,1999
Neo Mystery Bonus,NeoGeo Pocket Color,4,Casino,N,1999
Prince of Persia [1999],Game Boy Color,8,Action,N,1999
Samurai Shodown 2! Pocket Fighting Series,NeoGeo Pocket Color,9,Fighting,N,1999
Bleem!,PlayStation,5.5,Other,N,1999
Ring: The Legend of the Nibelungen,PC,2.7,Adventure,N,1999
Baseball Stars Color,NeoGeo Pocket Color,7,Sports,N,1999
NHL Blades of Steel,Game Boy Color,7,Sports,N,1999
Jeopardy! [1998],Game.Com,6,Puzzle,N,1999
Bleem!,PC,5.5,Other,N,1999
Bust-A-Move Pocket,NeoGeo Pocket Color,8,Puzzle,N,1999
Looney Tunes: Carrot Crazy,Game Boy Color,8,Platformer,N,1999
Mortal Kombat 4,Game Boy Color,4,Fighting,N,1999
Metal Slug: First Mission,NeoGeo Pocket Color,9,Action,Y,1999
The King of Fighters R-2,NeoGeo Pocket Color,9,Fighting,N,1999
Paperboy,Game Boy Color,4,Action,N,1999
Force 21,PC,7.8,Strategy,N,1999
NFL Blitz 2000,PlayStation,8.6,"Sports, Action",N,1999
Joust / Defender,Game Boy Color,9,Action,N,1999
Pokemon Pinball,Game Boy Color,8,Pinball,N,1999
Man of War II: Chains of Command,PC,5.7,Strategy,N,1999
Animaniacs: A Gigantic Adventure,PC,3.5,Action,N,1999
KO,PC,4.3,Sports,N,1999
Soulcalibur,Dreamcast,10,Fighting,Y,1999
NASCAR 2000,Nintendo 64,6.5,Racing,N,1999
Legacy of Kain: Soul Reaver,PC,9.2,Adventure,Y,1999
Biomotor Unitron,NeoGeo Pocket Color,7,RPG,N,1999
The Legend of Zelda: Link's Awakening DX,Game Boy Color,10,"Action, Adventure",Y,1999
Darkstone,PC,9,RPG,Y,1999
Sid Meier's Civilization II: Test of Time,PC,7.8,Strategy,N,1999
Tarzan Untamed,PC,7.3,Action,N,1999
Pocket Tennis Color,NeoGeo Pocket Color,8,Sports,N,1999
Starshot: Space Circus Fever,PC,6.5,Action,N,1999
Hidden & Dangerous,PC,7.6,Action,N,1999
The Operational Art of War II: Modern Battles 1956-2000,PC,8.6,Strategy,N,1999
Mob Rule,PC,5.2,Strategy,N,1999
Neo Turf Masters,NeoGeo Pocket Color,7,Sports,N,1999
All Star Tennis '99,Nintendo 64,7,Sports,N,1999
Missile Command [1980],Game Boy Color,6,Action,N,1999
Extreme Mountain Biking,PC,3.5,Sports,N,1999
Madden NFL 2000,PC,8,Sports,N,1999
R/C Stunt Copter,PlayStation,8.8,Simulation,N,1999
LEGO Racers,PC,6.1,Racing,N,1999
R-Type Delta,PlayStation,8.3,Action,N,1999
Clans,PC,5.3,RPG,N,1999
NFL Quarterback Club 2000,Nintendo 64,6,Sports,N,1999
Revelations: The Demon Slayer,Game Boy Color,7,RPG,N,1999
Shadow Man,PC,8,Action,N,1999
Klustar,Game Boy Color,6,Puzzle,N,1999
Crush Roller,NeoGeo Pocket Color,8,Action,N,1999
Star Trek: Starfleet Command,PC,8.3,Strategy,N,1999
NIRA Intense Import Drag Racing,PC,7,Racing,N,1999
WWII GI,PC,3.2,Action,N,1999
WWF Attitude,PlayStation,8.3,Wrestling,N,1999
TNN Motorsports Hardcore Heat,Dreamcast,6,Racing,N,1999
Trickstyle,Dreamcast,8.8,Racing,N,1999
Expendable,Dreamcast,7.3,Action,N,1999
Mortal Kombat Gold,Dreamcast,6.3,Fighting,N,1999
Blue Stinger,Dreamcast,8.4,Action,N,1999
The House of the Dead 2,Dreamcast,8.7,Shooter,N,1999
Final Fantasy VIII,PlayStation,9,RPG,Y,1999
Shadow Man,PlayStation,4,Adventure,N,1999
Hybrid Heaven,Nintendo 64,7,RPG,N,1999
Outcast,PC,8.5,Adventure,N,1999
AeroWings,Dreamcast,8,Flight,N,1999
Power Stone,Dreamcast,8.7,"Fighting, Action",N,1999
Monaco Grand Prix,Dreamcast,7.6,Racing,N,1999
NFL Blitz 2000,Dreamcast,8.3,"Sports, Action",N,1999
AirForce Delta,Dreamcast,8.1,Action,N,1999
Frogger [1998],Game Boy Color,8,Action,N,1999
Centipede,Game Boy Color,4,Shooter,N,1999
Braveheart,PC,4.2,Strategy,N,1999
Quest for Camelot,Game Boy Color,4,RPG,N,1999
Re-Volt,PlayStation,6.1,Racing,N,1999
Shadow Man,Nintendo 64,9.1,Action,N,1999
Gulf War: Operation Desert Hammer,PC,3.3,Action,N,1999
Curse You! Red Baron,PC,4.1,Simulation,N,1999
Bomberman Fantasy Race,PlayStation,6.8,Racing,N,1999
Superbike World Championship,PC,8.3,Racing,N,1999
Skydive!,PC,2.2,Sports,N,1999
The New Tetris,Nintendo 64,8.8,Puzzle,N,1999
NCAA Football 2000,PlayStation,8.2,Sports,N,1999
Jagged Alliance 2,PC,8.5,Strategy,Y,1999
"Warhammer 40,000: Rites of War",PC,6.1,Strategy,N,1999
PenPen TriIcelon,Dreamcast,6.6,Racing,N,1999
Soul of the Samurai,PlayStation,7.9,Action,N,1999
Sonic Adventure,Dreamcast,8.6,Platformer,N,1999
Flag to Flag,Dreamcast,8.2,Racing,N,1999
Tokyo Xtreme Racer,Dreamcast,8.8,Racing,N,1999
Hot Wheels: Turbo Racing,PlayStation,6.8,Action,N,1999
Echo Night,PlayStation,8,Adventure,N,1999
Hydro Thunder,Dreamcast,8.7,Racing,N,1999
Ready 2 Rumble Boxing,Dreamcast,9.1,"Sports, Action",N,1999
Sled Storm,PlayStation,8,Racing,Y,1999
NFL GameDay 2000,PlayStation,8.3,Sports,N,1999
NCAA GameBreaker 2000,PlayStation,8,Sports,N,1999
System Shock 2,PC,9,RPG,Y,1999
Madden NFL 2000,PlayStation,8.6,Sports,N,1999
Re-Volt,PC,8.8,Racing,Y,1999
Chessmaster II,PlayStation,8,Board,N,1999
Command & Conquer: Tiberian Sun,PC,8,Strategy,N,1999
Pac-Man: Special Color Edition,Game Boy Color,8,Action,N,1999
Tiny Tank: Up Your Arsenal,PlayStation,6.8,Action,N,1999
Pac-Man,NeoGeo Pocket Color,7,Action,N,1999
Jet Moto 3,PlayStation,8.6,Racing,N,1999
Duke Nukem: Zero Hour,Nintendo 64,7.9,Action,N,1999
Drakan: Order of the Flame,PC,8.1,Adventure,N,1999
Rat Attack,PlayStation,5.5,Action,N,1999
Re-Volt,Nintendo 64,4.8,Racing,N,1999
Legacy of Kain: Soul Reaver,PlayStation,9.3,Adventure,Y,1999
Um Jammer Lammy,PlayStation,8.6,"Music, Action",Y,1999
Chocobo Racing,PlayStation,5.6,Racing,N,1999
NFL Blitz 2000,Nintendo 64,9.2,"Sports, Action",N,1999
Ken Griffey Jr.'s Slugfest,Game Boy Color,4,Sports,N,1999
Madden NFL 2000,Nintendo 64,8.4,Sports,Y,1999
WWF Attitude,Nintendo 64,8.7,Wrestling,N,1999
Dino Crisis,PlayStation,9.2,Adventure,Y,1999
Road Rash 64,Nintendo 64,7.8,Racing,N,1999
Asteroids [1999],Game Boy Color,8,Action,N,1999
Duke Nukem,Game Boy Color,9,Action,N,1999
G-Police: Weapons of Justice,PlayStation,8.5,Action,N,1999
Yars' Revenge [1999],Game Boy Color,7,Action,N,1999
Rats!,Game Boy Color,8,Puzzle,N,1999
Gallop Racer,PlayStation,8.5,Racing,N,1999
Championship Motocross Featuring Ricky Carmichael,PlayStation,8.7,Racing,Y,1999
NHL 2000,PC,8.2,Sports,N,1999
Gex: Enter the Gecko,Game Boy Color,5,Action,N,1999
Battleship [1999],Game Boy Color,7,Puzzle,N,1999
Disciples: Sacred Lands,PC,8.5,Strategy,N,1999
Monaco Grand Prix,Nintendo 64,8.4,Racing,N,1999
Army Men: Sarge's Heroes,Nintendo 64,6,Action,N,1999
Vegas Games 2000,PlayStation,4,Strategy,N,1999
Silver,PC,7.1,RPG,N,1999
NHL FaceOff 2000,PlayStation,6.8,Sports,N,1999
Marvel vs. Capcom: Clash of Super Heroes,Dreamcast,8.8,Fighting,Y,1999
Panzer General 3D Assault,PC,7.6,Strategy,N,1999
Frogger,Game.Com,7,Action,N,1999
WCW Mayhem,Nintendo 64,8.5,Wrestling,N,1999
Las Vegas Cool Hand,Game Boy Color,4,Casino,N,1999
Prince of Persia 3D,PC,8.2,Action,N,1999
NFL 2K,Dreamcast,9.7,Sports,N,1999
Tom Clancy's Rainbow Six: Rogue Spear,PC,9.2,Action,Y,1999
WipEout 3,PlayStation,9.1,Racing,Y,1999
Pandora's Box,PC,7.6,Puzzle,N,1999
Omega Boost,PlayStation,6.3,Action,N,1999
NFL Fever 2000,PC,8,Sports,N,1999
Hot Wheels: Turbo Racing,Nintendo 64,7.7,Racing,N,1999
Quake II,PlayStation,8.7,Shooter,N,1999
Thousand Arms,PlayStation,8.5,RPG,N,1999
Demolition Racer,PlayStation,7.8,Racing,N,1999
WCW Mayhem,PlayStation,7.5,Wrestling,N,1999
Rage of Mages 2: Necromancer,PC,4,RPG,N,1999
BattleTanx: Global Assault,Nintendo 64,8.2,Action,N,1999
Lexis,Lynx,5,Puzzle,N,1999
Puzzle Link,NeoGeo Pocket Color,9,Puzzle,N,1999
Puyo Pop,NeoGeo Pocket Color,9,Puzzle,N,1999
Fly!,PC,4.8,Simulation,N,1999
Antz,Game Boy Color,5,Platformer,N,1999
Mario Golf [Game Boy Color],Game Boy Color,10,"Sports, Action",Y,1999
Star Wars: Episode I: The Phantom Menace,PlayStation,6.2,Action,N,1999
Xena: Warrior Princess,PlayStation,6.5,Action,N,1999
Expert Pool,PC,8.3,Sports,N,1999
V-Rally Edition '99,Nintendo 64,5.9,Racing,N,1999
NBA Inside Drive 2000,PC,6.5,Sports,N,1999
Sinistar: Unleashed,PC,7.5,Shooter,N,1999
Tonic Trouble,Nintendo 64,5,Platformer,N,1999
Ponx,Lynx,6,Action,N,1999
Monopoly [1999],Game Boy Color,7,Board,N,1999
Spawn,Game Boy Color,3,Action,N,1999
Goemon's Great Adventure,Nintendo 64,8,Platformer,N,1999
Motocross Maniacs 2,Game Boy Color,8,Racing,N,1999
The Chessmaster 7000,PC,8.1,Board,N,1999
Age of Empires II: The Age of Kings,PC,8.8,Strategy,Y,1999
Jet Force Gemini,Nintendo 64,8.1,Shooter,Y,1999
Pocket Bowling,Game Boy Color,7,Sports,N,1999
Harley-Davidson: Race Across America,PC,4.8,Racing,N,1999
Cutthroats: Terror on the High Seas,PC,6.2,Strategy,N,1999
10-Pin Bowling,Game Boy Color,4,Sports,N,1999
NHL 2000,PlayStation,9.1,Sports,Y,1999
Driver,PC,8.9,"Racing, Action",Y,1999
Monster Rancher 2,PlayStation,8.8,Simulation,Y,1999
Final Fantasy Anthology,PlayStation,9,RPG,Y,1999
Destruction Derby 64,Nintendo 64,6.7,Racing,N,1999
Homeworld,PC,9.5,Strategy,Y,1999
Chase H.Q. Secret Police,Game Boy Color,5,Action,N,1999
SEGA Bass Fishing,Dreamcast,8.5,Hunting,N,1999
VMU Football,Dreamcast VMU,3,Sports,N,1999
Virtua Fighter 3tb,Dreamcast,8.7,Fighting,N,1999
FreeSpace 2,PC,8.9,Action,Y,1999
Gauntlet Legends,Nintendo 64,7.7,Action,N,1999
Ted Nugent: Wild Hunting Adventure,PC,7.4,Sports,N,1999
Suzuki Alstare Racing,Dreamcast,4,Racing,N,1999
Toy Story 2: Buzz Lightyear to the Rescue,Nintendo 64,5.9,Platformer,N,1999
Ready 2 Rumble Boxing,Nintendo 64,7.8,"Sports, Action",N,1999
Pharaoh,PC,9,Strategy,Y,1999
Bassmasters Classic,Game Boy Color,4,Hunting,N,1999
Omikron: The Nomad Soul,PC,8.5,Adventure,N,1999
Clock Tower 2: The Struggle Within,PlayStation,4.8,Adventure,N,1999
Septerra Core: Legacy of the Creator,PC,8,RPG,N,1999
Pong: The Next Level,PC,7.4,Puzzle,N,1999
Resident Evil 3: Nemesis,PlayStation,9.4,"Action, Adventure",Y,1999
You Don't Know Jack! [1999],PlayStation,8.2,Trivia,Y,1999
LEGO Racers,Nintendo 64,7.5,Racing,N,1999
Suikoden II,PlayStation,9,RPG,Y,1999
Nations: WWII Fighter Command,PC,6.8,Simulation,N,1999
Tail Concerto,PlayStation,7.2,Platformer,N,1999
Psychic Force 2012,Dreamcast,6.9,Fighting,N,1999
WWF Attitude,Dreamcast,8,Wrestling,N,1999
Tasmanian Devil: Munching Madness,Game Boy Color,7,Action,N,1999
Langrisser Millenium,Dreamcast,5.5,Strategy,N,1999
Rippin' Riders Snowboarding,Dreamcast,7.3,Sports,N,1999
FIFA 2000 Major League Soccer,PC,8.8,Sports,Y,1999
Sid Meier's Alien Crossfire,PC,8.7,Strategy,Y,1999
Pocket Bomberman,Game Boy Color,7,Action,N,1999
The King of Fighters: Dream Match 1999,Dreamcast,8.4,Fighting,N,1999
Earthworm Jim 3D,Nintendo 64,7.3,Platformer,N,1999
R-Type DX,Game Boy Color,8,Action,N,1999
Armored Fist 3,PC,6.9,Simulation,N,1999
Trickstyle,PC,8.5,Racing,N,1999
A Collection of Intellivision Classic Games,PlayStation,4,Action,N,1999
Poker Night with David Sklansky,PC,6.4,Puzzle,N,1999
Ms. Pac-Man,Game Boy Color,9,Action,Y,1999
Revenant,PC,8.3,Action,N,1999
Madden NFL 2000,Game Boy Color,7,Sports,N,1999
Paperboy (2000),Nintendo 64,8,Action,N,1999
Ballistic,Game Boy Color,7,Puzzle,N,1999
NHL Championship 2000,PlayStation,9.1,Sports,Y,1999
Rising Zan: The Samurai Gunman,PlayStation,8.5,Fighting,N,1999
Space Invaders,PlayStation,7.9,Action,N,1999
Spy Hunter / Moon Patrol,Game Boy Color,6,Action,N,1999
Extreme Wintersports,PC,3.8,Sports,N,1999
Logical,Game Boy Color,5,Sports,N,1999
Knockout Kings 2000,Nintendo 64,6.7,Sports,N,1999
South Park,PlayStation,2,Action,N,1999
Tom and Jerry,Game Boy Color,4,Platformer,N,1999
WinBack: Covert Operations,Nintendo 64,8,Action,N,1999
Tony Hawk's Pro Skater,PlayStation,9.4,Sports,Y,1999
Hole in One Golf,Game Boy Color,3,Sports,N,1999
Pokemon Yellow: Special Pikachu Edition,Game Boy,10,RPG,N,1999
Flight Unlimited III,PC,9,Simulation,Y,1999
AMA Superbike,PC,4.5,Racing,N,1999
NBA 2K,Dreamcast,9.2,Sports,N,1999
RollerCoaster Tycoon: Corkscrew Follies,PC,7,Strategy,N,1999
Turok: Rage Wars,Nintendo 64,8.9,Action,N,1999
Resident Evil 2 [1998],Nintendo 64,9.1,"Action, Adventure",Y,1999
WWF Wrestlemania 2000,Nintendo 64,8.9,Wrestling,Y,1999
Shadow Company: Left for Dead,PC,7.3,Strategy,N,1999
Toy Commander,Dreamcast,8.9,Simulation,N,1999
Pong: The Next Level,PlayStation,9,Action,Y,1999
Tanktics,PC,3.5,Strategy,N,1999
Nightlong: Union City Conspiracy,PC,6.8,Adventure,N,1999
Grandia,PlayStation,9,RPG,Y,1999
007: Tomorrow Never Dies,PlayStation,5,Action,N,1999
SuperCross Circuit,PlayStation,5.8,Racing,N,1999
Sim Theme Park,PC,8.4,Strategy,N,1999
Rayman 2: The Great Escape,PC,9.2,Platformer,Y,1999
The X-Files: The Game,PlayStation,5,Adventure,N,1999
NFL Blitz 2000,PC,8,"Sports, Action",N,1999
Rayman 2: The Great Escape,Nintendo 64,9,Platformer,Y,1999
Rocket: Robot on Wheels,Nintendo 64,9,Platformer,Y,1999
SEGA Rally 2: Sega Rally Championship,Dreamcast,9,Racing,N,1999
Tom Clancy's Rainbow Six,Nintendo 64,8.5,Shooter,N,1999
NBA Basketball 2000,PlayStation,7.2,Sports,N,1999
Game & Watch Gallery 2,Game Boy Color,8,Action,N,1999
Delta Force 2,PC,7.5,Shooter,N,1999
NCAA Final Four 2000,PlayStation,7.9,Sports,N,1999
Trick N' Snowboarder,PlayStation,6.5,Sports,N,1999
Ballistic,PlayStation,8,Puzzle,N,1999
Knockout Kings 2000,PlayStation,8.5,Sports,Y,1999
Space Invaders,Game Boy Color,7,Action,N,1999
FIFA 2000 Major League Soccer,PlayStation,9.1,Sports,Y,1999
Dynamite Cop,Dreamcast,4.1,Action,N,1999
Speed Devils,Dreamcast,7.9,Racing,N,1999
NASCAR 2000,PlayStation,7,Racing,N,1999
Crash Team Racing,PlayStation,8.5,"Racing, Action",Y,1999
Warpath: Jurassic Park,PlayStation,5.5,Fighting,N,1999
Medal of Honor [1999],PlayStation,9.3,Action,Y,1999
Spyro 2: Ripto's Rage,PlayStation,8.8,Platformer,N,1999
Grand Theft Auto II,PC,7.3,Action,N,1999
Jane's USAF [1999],PC,8.2,Simulation,N,1999
Test Drive Off-Road 3,PlayStation,5,Racing,N,1999
Spec Ops II: Green Berets,PC,5.2,Action,N,1999
Army Men: Air Attack,PlayStation,8,Action,N,1999
Soul Fighter,Dreamcast,2.5,Fighting,N,1999
Twisted Metal 4,PlayStation,6,Action,N,1999
Nocturne,PC,7.4,Action,N,1999
Test Drive 6,PlayStation,6.5,Racing,N,1999
Centipede [1999],Dreamcast,2.9,Shooter,N,1999
South Park: Chef's Luv Shack,Dreamcast,4.3,Other,N,1999
The Next Tetris,PC,6.5,Puzzle,N,1999
Army Men: Toys in Space,PC,4.8,Action,N,1999
Gex 3: Deep Cover Gecko,Nintendo 64,5.8,Platformer,N,1999
Grand Theft Auto II,PlayStation,6.8,Action,N,1999
Metal Gear Solid: VR Missions,PlayStation,7.1,"Action, Adventure",N,1999
NASCAR Racing 3,PC,9.2,Racing,Y,1999
UEFA Striker,Dreamcast,7.9,Sports,N,1999
Plus Plum,Dreamcast,5.9,Puzzle,N,1999
Beauty and the Beast: A Board Game Adventure,Game Boy Color,6,Party,N,1999
Earthworm Jim: Menace 2 the Galaxy,Game Boy Color,6,Action,N,1999
The Chronicles of Jaruu Tenk,PC,6,Virtual Pet,N,1999
Toy Story 2,Game Boy Color,5,Platformer,N,1999
NBA Showtime: NBA on NBC,Nintendo 64,7.1,Sports,N,1999
CyberTiger,PlayStation,5.5,Sports,N,1999
NBA Showtime: NBA on NBC,Dreamcast,8.8,Sports,N,1999
NERF Arena Blast,PC,8.8,Action,Y,1999
Axis & Allies: Iron Blitz,PC,7.7,Strategy,N,1999
Slave Zero,PC,8,Action,N,1999
NBA Live 2000,Nintendo 64,7.1,Sports,N,1999
Supercross 2000,PlayStation,4.2,Racing,N,1999
LEGO Racers,Nintendo 64,7.5,Racing,N,1999
Seven Kingdoms II: The Fryhtan Wars,PC,8.6,Strategy,N,1999
Cool Boarders 4,PlayStation,4,Sports,N,1999
Slave Zero,Dreamcast,3.2,Action,N,1999
Heroes of Might and Magic III: Armageddon's Blade,PC,9,Strategy,Y,1999
Pac-Man World 20th Anniversary,PlayStation,7.8,Platformer,N,1999
Space Griffon,Dreamcast,4,Action,N,1999
South Park: Chef's Luv Shack,Nintendo 64,5.3,Trivia,N,1999
Links LS 2000,PC,8.2,Sports,N,1999
MTV Sports Snowboarding,PlayStation,6.8,Sports,N,1999
The Smurfs [1999],PlayStation,6,Action,N,1999
Godzilla: The Series,Game Boy Color,6,Action,N,1999
Who Wants To Be A Millionaire? [1999],PC,6.2,Trivia,N,1999
Arcade Party Pak,PlayStation,7.5,"Action, Compilation",N,1999
Ultima IX: Ascension,PC,6.2,RPG,N,1999
Tomb Raider: The Last Revelation,PC,7,Action,N,1999
Quake III: Arena,PC,9.3,Shooter,Y,1999
Armada [1999],Dreamcast,9.1,"Action, Adventure",N,1999
Star Trek: Hidden Evil,PC,4,Adventure,N,1999
V-Rally 2 Presented by Need for Speed,PlayStation,8.5,Racing,N,1999
Mickey's Racing Adventure,Game Boy Color,8,Racing,N,1999
Ready 2 Rumble Boxing,PlayStation,6.5,"Sports, Action",N,1999
Game & Watch Gallery 3,Game Boy Color,8,Action,N,1999
Puzzle Master,Game Boy Color,8,Puzzle,N,1999
Castlevania: Legacy of Darkness,Nintendo 64,6.8,"Action, Adventure",N,1999
Hype: The Time Quest,PC,7.8,Adventure,N,1999
Tonka Raceway,Game Boy Color,5,Racing,N,1999
NBA Jam 2000,Nintendo 64,7.1,"Sports, Action",N,1999
Babe and Friends,Game Boy Color,7,Puzzle,N,1999
Abomination: The Nemesis Project,PC,5,Strategy,N,1999
Amerzone: The Explorer's Legacy,PC,5.5,Adventure,N,1999
Toy Story 2: Buzz Lightyear to the Rescue!,PlayStation,7,Action,N,1999
Avalon Hill's Diplomacy,PC,6.6,Strategy,N,1999
Test Drive 6,Game Boy Color,5,Racing,N,1999
Mission: Impossible,PlayStation,6.5,Action,N,1999
NBA 3 on 3 Featuring Kobe Bryant,Game Boy Color,6,Sports,N,1999
Re-Volt,Dreamcast,8.7,Racing,Y,1999
Close Combat IV: Battle of the Bulge,PC,8.4,Strategy,N,1999
NBA Live 2000,PC,9.2,Sports,Y,1999
Star Wars: Episode I: Racer,Game Boy Color,6,Racing,N,1999
Hangsim,PC,7,Simulation,N,1999
WWF Wrestlemania 2000,Game Boy Color,6,Wrestling,N,1999
SWAT 3: Close Quarters Battle,PC,8.6,Action,Y,1999
Namco Museum 64,Nintendo 64,5.5,Action,N,1999
Wu-Tang: Shaolin Style,PlayStation,8,Fighting,N,1999
Akuma: Demon Spawn,PC,3.5,Action,N,1999
Interstate '82,PC,6.9,Action,N,1999
Grand Theft Auto,Game Boy Color,4,Racing,N,1999
Evel Knievel [1999],Game Boy Color,2,Action,N,1999
NFL Quarterback Club 2000,Dreamcast,2,Sports,N,1999
Tiny Toon Adventure: Toonenstein -- Dare to Scare,PlayStation,6.5,Adventure,N,1999
Sonic The Hedgehog: Pocket Adventure,NeoGeo Pocket Color,10,Platformer,N,1999
Unreal Tournament [1999],PC,9.6,Shooter,Y,1999
Odium,PC,7,Strategy,N,1999
South Park: Chef's Luv Shack,PlayStation,2.1,Trivia,N,1999
Xena: Warrior Princess -- The Talisman of Fate,Nintendo 64,7.4,Fighting,N,1999
Jeff Gordon XS Racing,Game Boy Color,5,Racing,N,1999
Half-Life: Opposing Force,PC,7.5,Action,N,1999
F-1 World Grand Prix,Dreamcast,8.6,Racing,N,1999
NBA Courtside 2: Featuring Kobe Bryant,Nintendo 64,9.2,Sports,Y,1999
Donkey Kong 64,Nintendo 64,9,Platformer,N,1999
Caesars Palace II,Game Boy Color,8,Simulation,N,1999
Shadow Man,Dreamcast,8.5,Action,Y,1999
Indiana Jones and the Infernal Machine,PC,7.8,Action,N,1999
Top Gear Rally 2,Nintendo 64,8.2,Racing,N,1999
Age of Wonders,PC,8.8,Strategy,Y,1999
NBA Live 2000,PlayStation,8.8,Sports,N,1999
Worms Armageddon,Dreamcast,9,Puzzle,Y,1999
Thrasher: Skate and Destroy,PlayStation,8.5,Sports,N,1999
"Gabriel Knight III: Blood of the Sacred, Blood of the Damned",PC,8.3,Adventure,N,1999
Mr. Nutz,Game Boy Color,7,Platformer,N,1999
The Wheel of Time,PC,7.3,Action,N,1999
Nuclear Strike,Nintendo 64,7.1,Action,N,1999
Supercross 2000,Nintendo 64,8.1,Racing,N,1999
Billy Bob's Huntin' 'n Fishin',Game Boy Color,5,Hunting,N,1999
Incoming,Dreamcast,7,Action,N,1999
Armorines: Project S.W.A.R.M.,Nintendo 64,5.8,Action,N,1999
Marble Madness,Game Boy Color,5,Action,N,1999
Boombots,PlayStation,3.5,Fighting,N,1999
Rampart,Game Boy Color,9,Strategy,Y,1999
Tomb Raider: The Last Revelation,PlayStation,8.5,Action,N,1999
Panzer Elite,PC,5.3,Simulation,N,1999
Colt's Wild West Shootout,PC,3.9,Action,N,2000
Rubik's Games,PC,7.5,Puzzle,N,2000
Glover,PlayStation,2.6,Platformer,N,2000
Broken Sword II: The Smoking Mirror,PlayStation,8,Adventure,N,2000
Dune 2000,PlayStation,4,Strategy,N,2000
Tom Clancy's Rainbow Six,PlayStation,3.8,Shooter,N,2000
Urban Chaos,PC,8.7,"Action, Adventure",N,1999
Harvest Moon 64,Nintendo 64,8.2,RPG,Y,1999
Star Wars: Pit Droids,PC,7.5,"Educational, Puzzle",N,1999
Vigilante 8: Second Offense,Dreamcast,8.6,Action,N,1999
NCAA March Madness 2000,PlayStation,9.1,Sports,Y,1999
Armorines: Project S.W.A.R.M.,Game Boy Color,7,Action,N,1999
Asteroids Hyper 64,Nintendo 64,6.3,Action,N,1999
Tonic Trouble,PC,6.3,Platformer,N,1999
Touring Car Challenge,PC,5.5,Racing,N,1999
Godzilla Generations Maximum Impact,Dreamcast,2.5,Action,N,2000
Black Bass with Blue Marlin,PlayStation,5,Hunting,N,2000
SNK vs. Capcom: Card Fighter's Clash,NeoGeo Pocket Color,9,"Card, Battle",Y,2000
Konami Arcade Classics,PlayStation,4.5,Action,N,2000
Seventh Cross,Dreamcast,4.2,Simulation,N,2000
Fighting Force 2,PlayStation,3,Action,N,1999
40 Winks,PlayStation,5.5,Adventure,N,1999
Crusaders of Might and Magic,PC,4,Action,N,1999
NBA ShootOut 2000,PlayStation,8.3,Sports,N,1999
Killer Loop,PlayStation,4.8,Racing,N,1999
Test Drive 6,Dreamcast,3.4,Racing,N,1999
Wild Metal,Dreamcast,8.3,Action,N,2000
Worms: Armageddon,Game Boy Color,6,Action,N,2000
Crazy Taxi,Dreamcast,9.6,"Racing, Action",Y,2000
Final Fantasy VIII,PC,7.4,RPG,N,2000
NHL 2000,Game Boy Color,5,Sports,N,2000
Turok: Rage Wars,Game Boy Color,7,Action,N,1999
NFL Blitz 2000,Game Boy Color,2,"Sports, Action",N,1999
Planescape: Torment,PC,9.2,RPG,Y,1999
Gex 3: Deep Pocket Gecko,Game Boy Color,6,Action,N,1999
Bubble Bobble,Game Boy Color,7,Action,N,1999
Bass Landing,PlayStation,7.7,Hunting,N,1999
Shanghai: Second Dynasty,PC,8.8,Puzzle,Y,2000
Sid Meier's Antietam!,PC,8.8,Strategy,Y,2000
Knockout Kings,Game Boy Color,5,Sports,N,2000
No Fear Downhill Mountain Bike Racing,PlayStation,5.5,Sports,N,2000
Juggernaut [1999],PlayStation,4.5,Action,N,2000
Shanghai Pocket,Game Boy Color,9,Puzzle,Y,2000
Extreme Rock Climbing,PC,4.5,Sports,N,2000
Space Invaders,PC,6.8,Action,N,2000
Space Channel 5 (Dream Collection),Dreamcast,9.2,Music,N,1999
3-D Ultra Radio Control Racers,PC,6.2,Racing,N,1999
Wild Wild West: The Steel Assassin,PC,7,Adventure,N,1999
Survival Kids,Game Boy Color,9,RPG,N,1999
